,Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country,tv_or_film
13785,User 3,2021-03-26 00:31:44,00:00:07,Autoplayed: user action: None; ,Elizabeth and Margaret: Love and Loyalty: Season 1_hook_04_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:07,00:00:07,GB (United Kingdom),tv
13786,User 3,2021-03-25 23:21:21,00:02:26,,The Office (U.K.): Series 2: Merger (Episode 1),,FireTV Stick 2016,00:14:43,Not latest view,GB (United Kingdom),tv
13787,User 3,2021-03-25 23:06:59,00:07:59,Autoplayed: user action: Unspecified; ,The Office (U.K.): Series 2: Merger (Episode 1),,FireTV Stick 2016,00:12:20,Not latest view,GB (United Kingdom),tv
13790,User 3,2021-03-25 21:15:20,00:48:05,,Call My Agent!: Season 1: Nathalie and Laura (Episode 3),,TiVo TiVo Virgin Media Series 6 MVPD STB,00:51:18,00:51:18,GB (United Kingdom),tv
13791,User 3,2021-03-25 20:58:52,00:38:30,,Marriage or Mortgage: Season 1: Adopting New Traditions (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:38:28,Not latest view,GB (United Kingdom),tv
13792,User 3,2021-03-25 20:58:43,00:00:05,Autoplayed: user action: None; ,Marriage or Mortgage: Season 1: Clip: Informative,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:05,00:00:05,GB (United Kingdom),tv
13793,User 3,2021-03-25 20:15:01,00:04:21,Autoplayed: user action: Unspecified; ,The Office (U.K.): Series 2: Merger (Episode 1),,FireTV Stick 2016,00:04:21,Not latest view,GB (United Kingdom),tv
13794,User 3,2021-03-25 20:02:56,00:11:59,Autoplayed: user action: Unspecified; ,The Office (U.K.): Series 1: Judgement (Episode 6),,FireTV Stick 2016,00:29:10,Not latest view,GB (United Kingdom),tv
13795,User 3,2021-03-25 20:01:53,00:00:04,Autoplayed: user action: None; ,Shtisel: Season 3 (Preview),TRAILER,FireTV Stick 2016,00:00:04,00:00:04,GB (United Kingdom),tv
13796,User 3,2021-03-25 19:48:27,00:00:05,Autoplayed: user action: None; ,Shtisel: Season 3 (Preview),TRAILER,Vestel ODM 5.0 Nova 2K TV Smart TV,00:00:05,Not latest view,GB (United Kingdom),tv
13797,User 3,2021-03-25 18:34:25,00:14:45,Autoplayed: user action: None; ,The Office (U.S.): Season 4: Launch Party (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:14:46,Not latest view,GB (United Kingdom),tv
13798,User 3,2021-03-25 17:48:40,00:12:01,Autoplayed: user action: None; ,Modern Family: Season 3: Egg Drop (Episode 12),,Netflix Chrome MAC (Cadmium) HTML 5,00:12:03,00:12:03,GB (United Kingdom),tv
13799,User 3,2021-03-25 17:38:56,00:30:02,,The Office (U.S.): Season 4: Dunder Mifflin Infinity (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:41:30,00:41:30,GB (United Kingdom),tv
13800,User 3,2021-03-25 17:27:12,00:21:27,,Modern Family: Season 3: Lifetime Supply (Episode 11),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:27,00:21:27,GB (United Kingdom),tv
13801,User 3,2021-03-25 17:25:52,00:00:17,Autoplayed: user action: None; ,Shtisel: Season 3 (Preview),TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:17,Not latest view,GB (United Kingdom),tv
13802,User 3,2021-03-25 16:31:17,00:11:16,Autoplayed: user action: None; ,The Office (U.S.): Season 4: Dunder Mifflin Infinity (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:11:28,Not latest view,GB (United Kingdom),tv
13803,User 3,2021-03-25 15:30:10,00:56:21,,The Office (U.S.): Season 4: Fun Run (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:41:28,00:41:28,GB (United Kingdom),tv
13804,User 3,2021-03-25 14:46:27,00:43:01,Autoplayed: user action: None; ,The Office (U.S.): Season 3: The Job (Episode 23),,Netflix Chrome MAC (Cadmium) HTML 5,00:41:55,00:41:55,GB (United Kingdom),tv
13805,User 3,2021-03-25 13:42:05,00:27:30,Autoplayed: user action: Unspecified; ,The Office (U.S.): Season 3: Beach Games (Episode 22),,Netflix Chrome MAC (Cadmium) HTML 5,00:27:30,00:27:30,GB (United Kingdom),tv
13806,User 3,2021-03-25 13:26:36,00:15:28,,The Office (U.S.): Season 3: Women's Appreciation (Episode 21),,Netflix Chrome MAC (Cadmium) HTML 5,00:28:28,00:28:28,GB (United Kingdom),tv
13807,User 3,2021-03-25 12:00:49,00:12:59,Autoplayed: user action: None; ,The Office (U.S.): Season 3: Women's Appreciation (Episode 21),,Netflix Chrome MAC (Cadmium) HTML 5,00:13:00,Not latest view,GB (United Kingdom),tv
13808,User 3,2021-03-25 11:40:06,00:20:42,Autoplayed: user action: None; ,The Office (U.S.): Season 3: Product Recall (Episode 20),,Netflix Chrome MAC (Cadmium) HTML 5,00:20:43,00:20:43,GB (United Kingdom),tv
13809,User 3,2021-03-25 11:19:21,00:20:44,Autoplayed: user action: None; ,The Office (U.S.): Season 3: Safety Training (Episode 19),,Netflix Chrome MAC (Cadmium) HTML 5,00:20:45,00:20:45,GB (United Kingdom),tv
13810,User 3,2021-03-25 10:48:45,00:28:21,,The Office (U.S.): Season 3: The Negotiation (Episode 18),,Netflix Chrome MAC (Cadmium) HTML 5,00:28:59,00:28:59,GB (United Kingdom),tv
13811,User 3,2021-03-25 10:28:17,00:20:27,,The Office (U.S.): Season 3: Cocktails (Episode 17),,Netflix Chrome MAC (Cadmium) HTML 5,00:20:43,00:20:43,GB (United Kingdom),tv
13812,User 3,2021-03-25 10:11:38,00:16:38,,The Office (U.S.): Season 3: Business School (Episode 16),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:12,00:21:12,GB (United Kingdom),tv
13813,User 3,2021-03-25 00:44:56,00:17:11,,The Office (U.K.): Series 1: Judgement (Episode 6),,Apple iPhone SE Gen 2 iPhone,00:17:12,Not latest view,GB (United Kingdom),tv
13814,User 3,2021-03-25 00:32:13,00:04:20,,The Office (U.S.): Season 3: Business School (Episode 16),,Netflix Chrome MAC (Cadmium) HTML 5,00:04:34,Not latest view,GB (United Kingdom),tv
13816,User 3,2021-03-25 00:11:54,00:20:18,Autoplayed: user action: None; ,The Office (U.S.): Season 3: Phyllis's Wedding (Episode 15),,Netflix Chrome MAC (Cadmium) HTML 5,00:20:43,00:20:43,GB (United Kingdom),tv
13817,User 3,2021-03-24 23:51:23,00:20:30,Autoplayed: user action: None; ,The Office (U.S.): Season 3: Ben Franklin (Episode 14),,Netflix Chrome MAC (Cadmium) HTML 5,00:20:45,00:20:45,GB (United Kingdom),tv
13818,User 3,2021-03-24 23:25:15,00:26:07,,The Office (U.S.): Season 3: The Return (Episode 13),,Netflix Chrome MAC (Cadmium) HTML 5,00:27:54,Not latest view,GB (United Kingdom),tv
13822,User 3,2021-03-24 20:18:02,00:02:36,Autoplayed: user action: Unspecified; ,Girlboss: Season 1: Sophia (Episode 1),,FireTV Stick 2016,00:02:36,00:02:36,GB (United Kingdom),tv
13823,User 3,2021-03-24 20:17:38,00:00:06,Autoplayed: user action: None; ,Queen of the South: Season 1_hook_primary_16x9,HOOK,FireTV Stick 2016,00:00:06,Not latest view,GB (United Kingdom),tv
13824,User 3,2021-03-24 20:17:24,00:00:08,Autoplayed: user action: None; ,Girlboss (Trailer),TRAILER,FireTV Stick 2016,00:00:08,Not latest view,GB (United Kingdom),tv
13827,User 3,2021-03-24 19:22:12,00:01:46,Autoplayed: user action: None; ,The Office (U.S.): Season 3: The Return (Episode 13),,Netflix Chrome MAC (Cadmium) HTML 5,00:01:47,Not latest view,GB (United Kingdom),tv
13828,User 3,2021-03-24 18:46:21,00:20:47,,The Office (U.S.): Season 3: Traveling Salesmen (Episode 12),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:00,Not latest view,GB (United Kingdom),tv
13829,User 3,2021-03-24 17:28:48,00:00:13,Autoplayed: user action: None; ,The Office (U.S.): Season 3: Traveling Salesmen (Episode 12),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:13,Not latest view,GB (United Kingdom),tv
13830,User 3,2021-03-24 17:04:09,00:20:42,Autoplayed: user action: Unspecified; ,The Office (U.S.): Season 3: Back from Vacation (Episode 11),,Netflix Chrome MAC (Cadmium) HTML 5,00:20:42,Not latest view,GB (United Kingdom),tv
13831,User 3,2021-03-24 16:58:02,00:06:06,,The Office (U.S.): Season 3: A Benihana Christmas (Episode 10),,Netflix Chrome MAC (Cadmium) HTML 5,00:41:29,Not latest view,GB (United Kingdom),tv
13832,User 3,2021-03-24 15:36:39,00:35:22,Autoplayed: user action: None; ,The Office (U.S.): Season 3: A Benihana Christmas (Episode 10),,Netflix Chrome MAC (Cadmium) HTML 5,00:35:23,Not latest view,GB (United Kingdom),tv
13833,User 3,2021-03-24 15:01:24,00:20:45,Autoplayed: user action: None; ,The Office (U.S.): Season 3: The Convict (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:20:46,Not latest view,GB (United Kingdom),tv
13834,User 3,2021-03-24 14:20:05,00:26:05,,The Office (U.S.): Season 3: The Merger (Episode 8),,Netflix Chrome MAC (Cadmium) HTML 5,00:29:19,Not latest view,GB (United Kingdom),tv
13835,User 3,2021-03-24 13:22:30,00:28:55,,The Office (U.K.): Series 1: New Girl (Episode 5),,Apple iPhone SE Gen 2 iPhone,00:28:55,Not latest view,GB (United Kingdom),tv
13836,User 3,2021-03-24 12:53:03,00:03:14,Autoplayed: user action: None; ,The Office (U.S.): Season 3: The Merger (Episode 8),,Netflix Chrome MAC (Cadmium) HTML 5,00:03:14,Not latest view,GB (United Kingdom),tv
13837,User 3,2021-03-24 12:23:15,00:29:46,,The Office (U.S.): Season 3: Branch Closing (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:29:46,00:29:46,GB (United Kingdom),tv
13838,User 3,2021-03-23 22:26:58,00:00:52,Autoplayed: user action: None; ,The Office (U.S.): Season 3: Branch Closing (Episode 7),,Vestel ODM 5.0 Nova 2K TV Smart TV,00:00:52,Not latest view,GB (United Kingdom),tv
13839,User 3,2021-03-23 22:09:23,00:17:32,,The Office (U.S.): Season 3: Diwali (Episode 6),,Vestel ODM 5.0 Nova 2K TV Smart TV,00:20:45,00:20:45,GB (United Kingdom),tv
13840,User 3,2021-03-23 22:05:55,00:03:15,Autoplayed: user action: None; ,The Office (U.S.): Season 3: Diwali (Episode 6),,Vestel ODM 5.0 Nova 2K TV Smart TV,00:03:15,Not latest view,GB (United Kingdom),tv
13841,User 3,2021-03-23 21:56:38,00:12:02,,Come Dine with Me: Series 12: Episode 15,,Netflix Chrome MAC (Cadmium) HTML 5,00:16:13,00:16:13,GB (United Kingdom),tv
13842,User 3,2021-03-23 21:52:18,00:04:04,Autoplayed: user action: None; ,Come Dine with Me: Series 12: Episode 15,,Netflix Chrome MAC (Cadmium) HTML 5,00:04:11,Not latest view,GB (United Kingdom),tv
13843,User 3,2021-03-23 21:45:04,00:20:47,Autoplayed: user action: Unspecified; ,The Office (U.S.): Season 3: Initiation (Episode 5),,Vestel ODM 5.0 Nova 2K TV Smart TV,00:20:47,00:20:47,GB (United Kingdom),tv
13844,User 3,2021-03-23 21:30:05,00:22:05,,Come Dine with Me: Series 12: Episode 14,,Netflix Chrome MAC (Cadmium) HTML 5,00:22:05,00:22:05,GB (United Kingdom),tv
13845,User 3,2021-03-23 21:16:04,00:00:06,Autoplayed: user action: None; ,The Office (U.S.): Season 1_hook_primary_16x9,HOOK,Vestel ODM 5.0 Nova 2K TV Smart TV,00:00:06,Not latest view,GB (United Kingdom),tv
13846,User 3,2021-03-23 21:15:31,00:00:11,Autoplayed: user action: None; ,Queer Eye: Season 3 Jonathan Thematic,TRAILER,Vestel ODM 5.0 Nova 2K TV Smart TV,00:00:11,00:00:11,GB (United Kingdom),tv
13847,User 3,2021-03-23 21:15:07,00:00:08,Autoplayed: user action: None; ,Instant Hotel: Season 1 (Trailer),TRAILER,Vestel ODM 5.0 Nova 2K TV Smart TV,00:00:08,Not latest view,GB (United Kingdom),tv
13849,User 3,2021-03-23 19:57:18,00:03:58,,Call My Agent!: Season 1: Nathalie and Laura (Episode 3),,TiVo TiVo Virgin Media Series 6 MVPD STB,00:04:29,Not latest view,GB (United Kingdom),tv
13850,User 3,2021-03-22 23:02:05,00:28:39,,The Office (U.K.): Series 1: Training (Episode 4),,Apple iPhone SE Gen 2 iPhone,00:28:39,Not latest view,GB (United Kingdom),tv
13851,User 3,2021-03-22 22:58:26,00:00:10,Autoplayed: user action: None; ,The Office (U.S.): Season 3: Initiation (Episode 5),,Vestel ODM 5.0 Nova 2K TV Smart TV,00:00:10,Not latest view,GB (United Kingdom),tv
13852,User 3,2021-03-22 22:37:19,00:20:48,Autoplayed: user action: None; ,The Office (U.S.): Season 3: Grief Counseling (Episode 4),,Vestel ODM 5.0 Nova 2K TV Smart TV,00:20:48,00:20:48,GB (United Kingdom),tv
13853,User 3,2021-03-22 22:16:34,00:20:42,Autoplayed: user action: None; ,The Office (U.S.): Season 3: The Coup (Episode 3),,Vestel ODM 5.0 Nova 2K TV Smart TV,00:20:43,00:20:43,GB (United Kingdom),tv
13854,User 3,2021-03-22 21:55:31,00:21:01,Autoplayed: user action: None; ,The Office (U.S.): Season 3: The Convention (Episode 2),,Vestel ODM 5.0 Nova 2K TV Smart TV,00:21:01,00:21:01,GB (United Kingdom),tv
13855,User 3,2021-03-22 21:33:52,00:21:35,,The Office (U.S.): Season 3: Gay Witch Hunt (Episode 1),,Vestel ODM 5.0 Nova 2K TV Smart TV,00:21:35,00:21:35,GB (United Kingdom),tv
13858,User 3,2021-03-22 17:58:17,00:19:09,Autoplayed: user action: Unspecified; ,The Office (U.S.): Season 2: Casino Night (Episode 22),,Netflix Chrome MAC (Cadmium) HTML 5,00:18:40,00:18:40,GB (United Kingdom),tv
13859,User 3,2021-03-22 17:37:33,00:20:44,Autoplayed: user action: None; ,The Office (U.S.): Season 2: Conflict Resolution (Episode 21),,Netflix Chrome MAC (Cadmium) HTML 5,00:20:45,00:20:45,GB (United Kingdom),tv
13860,User 3,2021-03-22 17:16:45,00:20:47,Autoplayed: user action: None; ,The Office (U.S.): Season 2: Drug Testing (Episode 20),,Netflix Chrome MAC (Cadmium) HTML 5,00:20:48,00:20:48,GB (United Kingdom),tv
13861,User 3,2021-03-22 17:13:43,00:02:59,,The Office (U.S.): Season 2: Michael's Birthday (Episode 19),,Netflix Chrome MAC (Cadmium) HTML 5,00:20:44,00:20:44,GB (United Kingdom),tv
13862,User 3,2021-03-22 16:18:41,00:17:44,Autoplayed: user action: None; ,The Office (U.S.): Season 2: Michael's Birthday (Episode 19),,Netflix Chrome MAC (Cadmium) HTML 5,00:17:44,Not latest view,GB (United Kingdom),tv
13863,User 3,2021-03-22 15:57:22,00:20:31,Autoplayed: user action: None; ,The Office (U.S.): Season 2: Take Your Daughter to Work Day (Episode 18),,Netflix Chrome MAC (Cadmium) HTML 5,00:20:32,00:20:32,GB (United Kingdom),tv
13864,User 3,2021-03-22 15:36:39,00:20:42,Autoplayed: user action: None; ,The Office (U.S.): Season 2: Dwight's Speech (Episode 17),,Netflix Chrome MAC (Cadmium) HTML 5,00:20:43,00:20:43,GB (United Kingdom),tv
13865,User 3,2021-03-22 15:14:41,00:20:43,,The Office (U.S.): Season 2: Valentine's Day (Episode 16),,Netflix Chrome MAC (Cadmium) HTML 5,00:20:44,00:20:44,GB (United Kingdom),tv
13866,User 3,2021-03-22 14:48:12,00:26:28,Autoplayed: user action: None; ,The Office (U.S.): Season 2: Boys and Girls (Episode 15),,Netflix Chrome MAC (Cadmium) HTML 5,00:20:57,00:20:57,GB (United Kingdom),tv
13867,User 3,2021-03-22 14:27:29,00:20:42,Autoplayed: user action: None; ,The Office (U.S.): Season 2: The Carpet (Episode 14),,Netflix Chrome MAC (Cadmium) HTML 5,00:20:43,00:20:43,GB (United Kingdom),tv
13868,User 3,2021-03-22 14:06:41,00:20:47,,The Office (U.S.): Season 2: The Secret (Episode 13),,Netflix Chrome MAC (Cadmium) HTML 5,00:20:48,00:20:48,GB (United Kingdom),tv
13869,User 3,2021-03-22 13:45:59,00:20:41,,The Office (U.S.): Season 2: The Injury (Episode 12),,Netflix Chrome MAC (Cadmium) HTML 5,00:20:42,00:20:42,GB (United Kingdom),tv
13870,User 3,2021-03-22 13:06:47,00:18:58,Autoplayed: user action: None; ,The Office (U.S.): Season 2: Booze Cruise (Episode 11),,Netflix Chrome MAC (Cadmium) HTML 5,00:20:41,00:20:41,GB (United Kingdom),tv
13871,User 3,2021-03-22 12:40:38,00:21:22,Autoplayed: user action: None; ,The Office (U.S.): Season 2: Christmas Party (Episode 10),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:23,00:21:23,GB (United Kingdom),tv
13872,User 3,2021-03-22 11:56:50,00:15:17,,The Office (U.S.): Season 2: Email Surveillance (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:42,00:21:42,GB (United Kingdom),tv
13873,User 3,2021-03-22 10:50:12,00:06:24,Autoplayed: user action: None; ,The Office (U.S.): Season 2: Email Surveillance (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:06:25,Not latest view,GB (United Kingdom),tv
13874,User 3,2021-03-22 10:29:06,00:21:05,Autoplayed: user action: None; ,The Office (U.S.): Season 2: Performance Review (Episode 8),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:07,00:21:07,GB (United Kingdom),tv
13875,User 3,2021-03-22 10:07:56,00:21:09,Autoplayed: user action: None; ,The Office (U.S.): Season 2: The Client (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:10,00:21:10,GB (United Kingdom),tv
13876,User 3,2021-03-22 09:45:56,00:21:57,,The Office (U.S.): Season 2: The Fight (Episode 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:28,00:21:28,GB (United Kingdom),tv
13877,User 3,2021-03-22 09:19:45,00:21:26,Autoplayed: user action: Unspecified; ,The Office (U.S.): Season 2: Halloween (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:27,00:21:27,GB (United Kingdom),tv
13878,User 3,2021-03-22 09:17:15,00:02:30,,The Office (U.S.): Season 2: The Fire (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:00,00:21:00,GB (United Kingdom),tv
13879,User 3,2021-03-22 09:17:00,00:00:06,Autoplayed: user action: None; ,The Office (U.K.): Series 2_hook_primary_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:06,00:00:06,GB (United Kingdom),tv
13881,User 3,2021-03-22 00:52:48,00:21:54,,The Office (U.K.): Series 1: The Quiz (Episode 3),,Apple iPhone SE Gen 2 iPhone,00:28:50,Not latest view,GB (United Kingdom),tv
13882,User 3,2021-03-21 23:28:15,00:00:39,,MasterChef: The Professionals: Season 10: Episode 1,,Netflix Chrome MAC (Cadmium) HTML 5,00:01:09,00:01:09,GB (United Kingdom),tv
13883,User 3,2021-03-21 23:28:07,00:00:06,,MasterChef: The Professionals: Season 10: Episode 3,,Netflix Chrome MAC (Cadmium) HTML 5,00:00:12,00:00:12,GB (United Kingdom),tv
13884,User 3,2021-03-21 23:27:50,00:00:09,Autoplayed: user action: None; ,Dumplin' (Trailer),TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:32,00:00:32,GB (United Kingdom),tv
13885,User 3,2021-03-21 23:25:35,00:00:21,Autoplayed: user action: None; ,Cam (Trailer),TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:22,00:00:22,GB (United Kingdom),tv
13888,User 3,2021-03-21 23:18:23,00:00:22,Autoplayed: user action: None; ,Dumplin' (Trailer),TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:22,Not latest view,GB (United Kingdom),tv
13891,User 3,2021-03-21 23:06:47,00:07:20,Autoplayed: user action: Unspecified; ,Formula 1: Drive to Survive: Season 3: Cash Is King (Episode 1),,FireTV Stick 2016,00:07:20,Not latest view,GB (United Kingdom),tv
13892,User 3,2021-03-21 23:00:38,00:05:50,,Giri / Haji: Season 1: Episode 1,,FireTV Stick 2016,00:07:10,00:07:10,GB (United Kingdom),tv
13893,User 3,2021-03-21 22:48:19,00:01:28,Autoplayed: user action: Unspecified; ,Giri / Haji: Season 1: Episode 1,,FireTV Stick 2016,00:01:28,Not latest view,GB (United Kingdom),tv
13894,User 3,2021-03-21 22:47:54,00:00:12,Autoplayed: user action: None; ,Giri / Haji: Season 1_hook_04_16x9,HOOK,FireTV Stick 2016,00:00:12,00:00:12,GB (United Kingdom),tv
13895,User 3,2021-03-21 22:44:05,00:00:12,Autoplayed: user action: None; ,Banana: Season 1: Episode 4,,FireTV Stick 2016,00:00:12,Not latest view,GB (United Kingdom),tv
13896,User 3,2021-03-21 22:18:16,00:25:20,Autoplayed: user action: Unspecified; ,Banana: Season 1: Episode 3,,FireTV Stick 2016,00:23:32,00:23:32,GB (United Kingdom),tv
13897,User 3,2021-03-21 22:10:40,00:05:18,Autoplayed: user action: None; ,Glow Up: Season 1: Red Carpet (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:05:25,00:05:25,GB (United Kingdom),tv
13898,User 3,2021-03-21 21:54:59,00:23:12,Autoplayed: user action: None; ,Banana: Season 1: Episode 2,,FireTV Stick 2016,00:23:12,Not latest view,GB (United Kingdom),tv
13899,User 3,2021-03-21 21:45:39,00:24:58,,Glow Up: Season 1: Social Media (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:44:39,00:44:39,GB (United Kingdom),tv
13900,User 3,2021-03-21 21:31:53,00:05:22,,Banana: Season 1: Episode 1,,FireTV Stick 2016,00:05:22,Not latest view,GB (United Kingdom),tv
13901,User 3,2021-03-21 21:31:37,00:00:13,Autoplayed: user action: None; ,Banana: Season 1_hook_01_16x9,HOOK,FireTV Stick 2016,00:00:13,Not latest view,GB (United Kingdom),tv
13902,User 3,2021-03-21 20:46:04,00:40:10,Autoplayed: user action: None; ,Below Deck: Season 1: Naughty Yachties (Episode 7),,TiVo TiVo Virgin Media Series 6 MVPD STB,00:41:21,00:41:21,GB (United Kingdom),tv
13903,User 3,2021-03-21 20:28:08,00:45:16,,Glow Up: Season 1: Movie Prosthetics (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:45:22,00:45:22,GB (United Kingdom),tv
13904,User 3,2021-03-21 20:04:13,00:41:46,,Below Deck: Season 1: Drinking With the Enemy (Episode 6),,TiVo TiVo Virgin Media Series 6 MVPD STB,00:41:46,00:41:46,GB (United Kingdom),tv
13905,User 3,2021-03-21 19:58:25,00:18:27,Autoplayed: user action: None; ,Misfits: Season 2: Episode 1,,Netflix Chrome MAC (Cadmium) HTML 5,00:19:47,00:19:47,GB (United Kingdom),tv
13906,User 3,2021-03-21 19:46:40,00:41:26,,Glow Up: Season 1: Magazine Beauty Editorial (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:42:09,00:42:09,GB (United Kingdom),tv
13907,User 3,2021-03-21 18:38:30,00:43:51,,Misfits: Season 1: Episode 6,,Netflix Chrome MAC (Cadmium) HTML 5,00:43:51,00:43:51,GB (United Kingdom),tv
